"도시별","지출목적별","시점","소비자물가지수[기준년도 2020년]",
"서울특별시","01 식료품 및 비주류음료","1996 년","37.931",
"서울특별시","01 식료품 및 비주류음료","1997 년","39.432",
"서울특별시","01 식료품 및 비주류음료","1998 년","44.44",
"서울특별시","01 식료품 및 비주류음료","1999 년","47.233",
"서울특별시","01 식료품 및 비주류음료","2000 년","48.097",
"서울특별시","01 식료품 및 비주류음료","2001 년","50.446",
"서울특별시","01 식료품 및 비주류음료","2002 년","52.682",
"서울특별시","01 식료품 및 비주류음료","2003 년","55.344",
"서울특별시","01 식료품 및 비주류음료","2004 년","60.378",
"서울특별시","01 식료품 및 비주류음료","2005 년","62.877",
"서울특별시","01 식료품 및 비주류음료","2006 년","63.087",
"서울특별시","01 식료품 및 비주류음료","2007 년","64.627",
"서울특별시","01 식료품 및 비주류음료","2008 년","67.498",
"서울특별시","01 식료품 및 비주류음료","2009 년","72.648",
"서울특별시","01 식료품 및 비주류음료","2010 년","76.649",
"서울특별시","01 식료품 및 비주류음료","2011 년","82.635",
"서울특별시","01 식료품 및 비주류음료","2012 년","85.688",
"서울특별시","01 식료품 및 비주류음료","2013 년","85.903",
"서울특별시","01 식료품 및 비주류음료","2014 년","86.106",
"서울특별시","01 식료품 및 비주류음료","2015 년","88.038",
"서울특별시","01 식료품 및 비주류음료","2016 년","89.857",
"서울특별시","01 식료품 및 비주류음료","2017 년","93.614",
"서울특별시","01 식료품 및 비주류음료","2018 년","95.878",
"서울특별시","01 식료품 및 비주류음료","2019 년","95.33",
"서울특별시","01 식료품 및 비주류음료","2020 년","100",
"서울특별시","01 식료품 및 비주류음료","2021 년","105.39",
"서울특별시","01 식료품 및 비주류음료","2022 년","111.5",
"서울특별시","01 식료품 및 비주류음료","2023 년","118.09",
"서울특별시","02 주류 및 담배","1985 년","23.144",
"서울특별시","02 주류 및 담배","1986 년","23.877",
"서울특별시","02 주류 및 담배","1987 년","24.172",
"서울특별시","02 주류 및 담배","1988 년","24.587",
"서울특별시","02 주류 및 담배","1989 년","25.682",
"서울특별시","02 주류 및 담배","1990 년","26.86",
"서울특별시","02 주류 및 담배","1991 년","27.682",
"서울특별시","02 주류 및 담배","1992 년","28.872",
"서울특별시","02 주류 및 담배","1993 년","30.562",
"서울특별시","02 주류 및 담배","1994 년","33.741",
"서울특별시","02 주류 및 담배","1995 년","34.252",
"서울특별시","02 주류 및 담배","1996 년","37.548",
"서울특별시","02 주류 및 담배","1997 년","40.185",
"서울특별시","02 주류 및 담배","1998 년","42.209",
"서울특별시","02 주류 및 담배","1999 년","45.1",
"서울특별시","02 주류 및 담배","2000 년","45.637",
"서울특별시","02 주류 및 담배","2001 년","48.041",
"서울특별시","02 주류 및 담배","2002 년","51.574",
"서울특별시","02 주류 및 담배","2003 년","53.095",
"서울특별시","02 주류 및 담배","2004 년","53.479",
"서울특별시","02 주류 및 담배","2005 년","61.579",
"서울특별시","02 주류 및 담배","2006 년","61.528",
"서울특별시","02 주류 및 담배","2007 년","61.728",
"서울특별시","02 주류 및 담배","2008 년","62.051",
"서울특별시","02 주류 및 담배","2009 년","62.697",
"서울특별시","02 주류 및 담배","2010 년","62.954",
"서울특별시","02 주류 및 담배","2011 년","63.327",
"서울특별시","02 주류 및 담배","2012 년","64.176",
"서울특별시","02 주류 및 담배","2013 년","65.183",
"서울특별시","02 주류 및 담배","2014 년","64.989",
"서울특별시","02 주류 및 담배","2015 년","96.145",
"서울특별시","02 주류 및 담배","2016 년","97.095",
"서울특별시","02 주류 및 담배","2017 년","98.483",
"서울특별시","02 주류 및 담배","2018 년","98.722",
"서울특별시","02 주류 및 담배","2019 년","99.493",
"서울특별시","02 주류 및 담배","2020 년","100",
"서울특별시","02 주류 및 담배","2021 년","100.67",
"서울특별시","02 주류 및 담배","2022 년","102.87",
"서울특별시","02 주류 및 담배","2023 년","104.08",
"서울특별시","03 의류 및 신발","1985 년","34.316",
"서울특별시","03 의류 및 신발","1986 년","35.1",
"서울특별시","03 의류 및 신발","1987 년","36.201",
"서울특별시","03 의류 및 신발","1988 년","38.897",
"서울특별시","03 의류 및 신발","1989 년","43.598",
"서울특별시","03 의류 및 신발","1990 년","47.635",
"서울특별시","03 의류 및 신발","1991 년","50.37",
"서울특별시","03 의류 및 신발","1992 년","53.352",
"서울특별시","03 의류 및 신발","1993 년","54.729",
"서울특별시","03 의류 및 신발","1994 년","55.726",
"서울특별시","03 의류 및 신발","1995 년","56.27",
"서울특별시","03 의류 및 신발","1996 년","56.8",
"서울특별시","03 의류 및 신발","1997 년","57.615",
"서울특별시","03 의류 및 신발","1998 년","59.847",
"서울특별시","03 의류 및 신발","1999 년","61.24",
"서울특별시","03 의류 및 신발","2000 년","62.193",
"서울특별시","03 의류 및 신발","2001 년","63.918",
"서울특별시","03 의류 및 신발","2002 년","65.841",
"서울특별시","03 의류 및 신발","2003 년","68.266",
"서울특별시","03 의류 및 신발","2004 년","68.613",
"서울특별시","03 의류 및 신발","2005 년","69.272",
"서울특별시","03 의류 및 신발","2006 년","71.107",
"서울특별시","03 의류 및 신발","2007 년","72.977",
"서울특별시","03 의류 및 신발","2008 년","74.784",
"서울특별시","03 의류 및 신발","2009 년","78.548",
"서울특별시","03 의류 및 신발","2010 년","80.828",
"서울특별시","03 의류 및 신발","2011 년","83.462",
"서울특별시","03 의류 및 신발","2012 년","87.294",
"서울특별시","03 의류 및 신발","2013 년","89.771",
"서울특별시","03 의류 및 신발","2014 년","93.402",
"서울특별시","03 의류 및 신발","2015 년","94.916",
"서울특별시","03 의류 및 신발","2016 년","96.573",
"서울특별시","03 의류 및 신발","2017 년","97.476",
"서울특별시","03 의류 및 신발","2018 년","98.508",
"서울특별시","03 의류 및 신발","2019 년","99.076",
"서울특별시","03 의류 및 신발","2020 년","100",
"서울특별시","03 의류 및 신발","2021 년","100.66",
"서울특별시","03 의류 및 신발","2022 년","103.8",
"서울특별시","03 의류 및 신발","2023 년","110.64",
"서울특별시","04 주택, 수도, 전기 및 연료","1985 년","29.316",
"서울특별시","04 주택, 수도, 전기 및 연료","1986 년","30.107",
"서울특별시","04 주택, 수도, 전기 및 연료","1987 년","30.84",
"서울특별시","04 주택, 수도, 전기 및 연료","1988 년","31.944",
"서울특별시","04 주택, 수도, 전기 및 연료","1989 년","33.446",
"서울특별시","04 주택, 수도, 전기 및 연료","1990 년","36.458",
"서울특별시","04 주택, 수도, 전기 및 연료","1991 년","40.809",
"서울특별시","04 주택, 수도, 전기 및 연료","1992 년","43.506",
"서울특별시","04 주택, 수도, 전기 및 연료","1993 년","46.01",
"서울특별시","04 주택, 수도, 전기 및 연료","1994 년","47.951",
"서울특별시","04 주택, 수도, 전기 및 연료","1995 년","50.327",
"서울특별시","04 주택, 수도, 전기 및 연료","1996 년","52.499",
"서울특별시","04 주택, 수도, 전기 및 연료","1997 년","54.949",
"서울특별시","04 주택, 수도, 전기 및 연료","1998 년","58.539",
"서울특별시","04 주택, 수도, 전기 및 연료","1999 년","56.433",
"서울특별시","04 주택, 수도, 전기 및 연료","2000 년","58.025",
"서울특별시","04 주택, 수도, 전기 및 연료","2001 년","61.999",
"서울특별시","04 주택, 수도, 전기 및 연료","2002 년","64.942",
"서울특별시","04 주택, 수도, 전기 및 연료","2003 년","68.021",
"서울특별시","04 주택, 수도, 전기 및 연료","2004 년","70.347",
"서울특별시","04 주택, 수도, 전기 및 연료","2005 년","71.314",
"서울특별시","04 주택, 수도, 전기 및 연료","2006 년","73.097",
"서울특별시","04 주택, 수도, 전기 및 연료","2007 년","74.88",
"서울특별시","04 주택, 수도, 전기 및 연료","2008 년","77.643",
"서울특별시","04 주택, 수도, 전기 및 연료","2009 년","79.515",
"서울특별시","04 주택, 수도, 전기 및 연료","2010 년","81.411",
"서울특별시","04 주택, 수도, 전기 및 연료","2011 년","84.945",
"서울특별시","04 주택, 수도, 전기 및 연료","2012 년","89.037",
"서울특별시","04 주택, 수도, 전기 및 연료","2013 년","92.441",
"서울특별시","04 주택, 수도, 전기 및 연료","2014 년","95.463",
"서울특별시","04 주택, 수도, 전기 및 연료","2015 년","95.737",
"서울특별시","04 주택, 수도, 전기 및 연료","2016 년","95.486",
"서울특별시","04 주택, 수도, 전기 및 연료","2017 년","97.528",
"서울특별시","04 주택, 수도, 전기 및 연료","2018 년","98.215",
"서울특별시","04 주택, 수도, 전기 및 연료","2019 년","99.355",
"서울특별시","04 주택, 수도, 전기 및 연료","2020 년","100",
"서울특별시","04 주택, 수도, 전기 및 연료","2021 년","101.48",
"서울특별시","04 주택, 수도, 전기 및 연료","2022 년","105.62",
"서울특별시","04 주택, 수도, 전기 및 연료","2023 년","109.86",
"서울특별시","05 가정용품 및 가사 서비스","1985 년","44.371",
"서울특별시","05 가정용품 및 가사 서비스","1986 년","45.506",
"서울특별시","05 가정용품 및 가사 서비스","1987 년","47.132",
"서울특별시","05 가정용품 및 가사 서비스","1988 년","49.939",
"서울특별시","05 가정용품 및 가사 서비스","1989 년","53.271",
"서울특별시","05 가정용품 및 가사 서비스","1990 년","57.057",
"서울특별시","05 가정용품 및 가사 서비스","1991 년","60.139",
"서울특별시","05 가정용품 및 가사 서비스","1992 년","61.698",
"서울특별시","05 가정용품 및 가사 서비스","1993 년","62.701",
"서울특별시","05 가정용품 및 가사 서비스","1994 년","65.325",
"서울특별시","05 가정용품 및 가사 서비스","1995 년","65.777",
"서울특별시","05 가정용품 및 가사 서비스","1996 년","67.263",
"서울특별시","05 가정용품 및 가사 서비스","1997 년","67.877",
"서울특별시","05 가정용품 및 가사 서비스","1998 년","71.632",
"서울특별시","05 가정용품 및 가사 서비스","1999 년","70.683",
"서울특별시","05 가정용품 및 가사 서비스","2000 년","68.83",
"서울특별시","05 가정용품 및 가사 서비스","2001 년","70.017",
"서울특별시","05 가정용품 및 가사 서비스","2002 년","70.184",
"서울특별시","05 가정용품 및 가사 서비스","2003 년","71.59",
"서울특별시","05 가정용품 및 가사 서비스","2004 년","72.742",
"서울특별시","05 가정용품 및 가사 서비스","2005 년","73.064",
"서울특별시","05 가정용품 및 가사 서비스","2006 년","73.205",
"서울특별시","05 가정용품 및 가사 서비스","2007 년","75.159",
"서울특별시","05 가정용품 및 가사 서비스","2008 년","78.123",
"서울특별시","05 가정용품 및 가사 서비스","2009 년","81.801",
"서울특별시","05 가정용품 및 가사 서비스","2010 년","81.727",
"서울특별시","05 가정용품 및 가사 서비스","2011 년","84.369",
"서울특별시","05 가정용품 및 가사 서비스","2012 년","88.347",
"서울특별시","05 가정용품 및 가사 서비스","2013 년","88.323",
"서울특별시","05 가정용품 및 가사 서비스","2014 년","89.479",
"서울특별시","05 가정용품 및 가사 서비스","2015 년","91.507",
"서울특별시","05 가정용품 및 가사 서비스","2016 년","92.995",
"서울특별시","05 가정용품 및 가사 서비스","2017 년","94.07",
"서울특별시","05 가정용품 및 가사 서비스","2018 년","97.105",
"서울특별시","05 가정용품 및 가사 서비스","2019 년","99.793",
"서울특별시","05 가정용품 및 가사 서비스","2020 년","100",
"서울특별시","05 가정용품 및 가사 서비스","2021 년","101.75",
"서울특별시","05 가정용품 및 가사 서비스","2022 년","106.41",
"서울특별시","05 가정용품 및 가사 서비스","2023 년","112.55",
"서울특별시","06 보건","1985 년","36.381",
"서울특별시","06 보건","1986 년","37.827",
"서울특별시","06 보건","1987 년","39.128",
"서울특별시","06 보건","1988 년","41.826",
"서울특별시","06 보건","1989 년","42.992",
"서울특별시","06 보건","1990 년","46.185",
"서울특별시","06 보건","1991 년","49.114",
"서울특별시","06 보건","1992 년","50.542",
"서울특별시","06 보건","1993 년","51.958",
"서울특별시","06 보건","1994 년","53.532",
"서울특별시","06 보건","1995 년","56.401",
"서울특별시","06 보건","1996 년","59.065",
"서울특별시","06 보건","1997 년","61.594",
"서울특별시","06 보건","1998 년","64.493",
"서울특별시","06 보건","1999 년","65.907",
"서울특별시","06 보건","2000 년","70.959",
"서울특별시","06 보건","2001 년","79.167",
"서울특별시","06 보건","2002 년","78.522",
"서울특별시","06 보건","2003 년","80.177",
"서울특별시","06 보건","2004 년","81.129",
"서울특별시","06 보건","2005 년","82.965",
"서울특별시","06 보건","2006 년","84.437",
"서울특별시","06 보건","2007 년","86.304",
"서울특별시","06 보건","2008 년","88.046",
"서울특별시","06 보건","2009 년","89.947",
